delta,theta,alpha,beta,label,subject_id
5.634845277394996e-11,5.717798811500523e-12,1.248052780143999e-12,5.436877697444127e-13,N1,7051
1.3072351565871376e-10,5.587713591893887e-12,3.51934248221397e-12,2.6263067423271733e-12,Wake,7051
1.253527531810231e-11,2.355935007300839e-12,1.173617127546901e-12,5.943992071642242e-13,N1,7051
4.442752580329866e-11,5.380234638394594e-12,1.3947647460323798e-12,4.579412099374529e-13,N2,7051
1.293107488769908e-10,1.2218367300353108e-11,3.274142972485099e-12,1.061046021915975e-12,N3,7051
1.1633128715895648e-10,1.191517838233702e-11,4.7728414116085e-12,1.2917862905435145e-12,N2,7051
1.9658595245293555e-10,9.14654758488139e-12,3.2645588715475987e-12,6.182004816108224e-13,N3,7051
2.0801880266065896e-10,1.3783534151066088e-11,5.332563818763615e-12,1.9076058495523388e-12,N3,7051
1.1335016761459925e-10,9.718136334324803e-12,4.626076913277033e-12,1.4026391977502092e-12,N2,7051
1.6735740653428309e-10,1.011736240028296e-11,5.314839092793563e-12,1.431871340863161e-12,N3,7051
1.5688548834393546e-10,8.721469562139666e-12,5.035893128437344e-12,7.366745783330836e-13,N3,7051
1.299206434022967e-10,1.3887889147888479e-11,6.8277902516118184e-12,8.625152208212546e-13,N3,7051
1.931328515895128e-10,9.397133451488834e-12,4.879573177350274e-12,7.777573197452321e-13,N3,7051
2.9066832682857717e-10,8.856925345795605e-12,3.681727279842265e-12,6.162170507961488e-13,N3,7051
2.2033398837637822e-10,8.543831467673653e-12,4.323899869632706e-12,1.117302059857323e-12,N3,7051
1.8368053440832617e-10,1.0103294137128074e-11,4.26289697743042e-12,4.3326863594206913e-13,N3,7051
1.640709475891153e-10,9.21810631571515e-12,7.629021586072221e-12,5.567023446872958e-13,N3,7051
1.7380635403621872e-10,8.905868261972844e-12,4.495971343881954e-12,6.345567216120988e-13,N3,7051
2.2754460089872764e-10,1.0129557249219561e-11,4.485504366265094e-12,6.574058771604166e-13,N3,7051
2.184797101363495e-10,1.022755199102603e-11,1.8740818324204473e-12,3.3957397329550924e-13,N3,7051
3.1662140815807445e-10,5.293347786222038e-12,9.757998175257473e-13,7.347377946132807e-13,N3,7051
2.0078458029442254e-10,7.382009755881306e-12,7.250868930252854e-12,4.1643035315705504e-13,N3,7051
3.9057315411679565e-10,8.863968466816678e-12,2.860818437445413e-12,5.9440738024226e-13,N3,7051
3.2933484745951755e-10,6.569505115458072e-12,3.838942823354858e-12,9.301143142761997e-13,N3,7051
9.874828885130332e-11,7.288085309953403e-12,7.367153419186024e-12,8.765238602270477e-13,N3,7051
3.100070668124641e-10,1.252279553049619e-11,6.267316667780448e-12,5.404184567080752e-13,N3,7051
1.3966362715810065e-10,9.360696873455668e-12,5.494309100182388e-12,1.2606120201972611e-12,N2,7051
1.0245345206345944e-10,9.620152337485527e-12,2.1459920764269175e-12,7.243108338335847e-13,REM,7051
1.478049486713517e-10,6.461657162864455e-12,3.679527662871658e-12,1.3222722979090456e-12,N1,7051
4.580327673696282e-11,6.869685946236984e-12,5.585065366265487e-12,4.4075849597611506e-12,N2,7051
5.202223226256785e-11,8.291135768429978e-12,3.588538333535368e-12,3.088829973061546e-12,REM,7051
7.234845569212555e-11,8.296040781989416e-12,6.721945750003584e-12,1.4005067842180943e-12,N2,7051
1.0057424916288291e-10,8.812871357315705e-12,5.25922845417997e-12,1.7206482069587766e-12,N3,7051
7.653270646661939e-11,6.494198453789562e-12,4.996650396002022e-12,7.039216453247155e-13,N2,7051
1.33602456042542e-10,7.394494908098728e-12,2.4744002597230446e-12,3.46303082368189e-13,N3,7051
8.441845647666305e-11,7.82014705838914e-12,4.253526880379348e-12,8.851375599118436e-13,N2,7051
1.2543153947694853e-10,1.133725245773164e-11,6.637137387680583e-12,5.760964586223198e-13,N3,7051
2.0407999084046647e-10,5.985254475715514e-12,3.294915573312067e-12,4.4869668204961844e-13,N3,7051
1.504208845451739e-10,7.082201849841967e-12,4.1531849052552754e-12,5.034942596607812e-13,N3,7051
2.0483277444030616e-10,6.492995284425615e-12,4.804483974724055e-12,5.597066127372549e-13,N3,7051
2.2609250503502596e-10,8.51633958161154e-12,3.919821320926416e-12,1.1657472694196207e-12,N3,7051
2.751053495145135e-10,4.910759812755768e-12,2.263314287101344e-12,1.0541284741397243e-12,N2,7051
1.1539929599501022e-10,6.3322243076221764e-12,4.6880084849478205e-12,1.7245635912089437e-12,N1,7051
1.0708668321559844e-10,4.495908260121623e-12,2.430913376608912e-12,1.4316542131194974e-12,N2,7051
1.2450478437917164e-10,3.3771746931698765e-12,3.267253194950993e-12,1.103215683929657e-12,N1,7051
8.984183771960182e-11,2.8637206885948784e-12,1.5027373736040627e-12,1.1374496989925199e-12,N2,7051
1.597364381204426e-10,8.59045059035016e-12,8.87049116340223e-12,1.224249948049953e-12,N3,7051
2.0323159939995393e-10,8.013272448270254e-12,6.417636232297997e-12,4.740417422749686e-13,N3,7051
1.6896016876994152e-10,6.3320303807398546e-12,2.7328759568994328e-12,6.453092432439444e-13,N3,7051
7.475011058353141e-11,5.792476792684951e-12,3.052284937369043e-12,4.600825762892739e-13,N2,7051
1.0924590425288505e-10,7.73220302098802e-12,6.081465039720894e-12,6.057490497976793e-13,N3,7051
3.238104599664662e-10,7.810876867406973e-12,5.905866695674681e-12,1.038886657646081e-12,N2,7051
8.829229726470507e-11,5.702884829709054e-12,2.7885908519496587e-12,1.0091090529310777e-12,N1,7051
1.2309173413426482e-10,3.568758613828786e-12,2.545266028971153e-12,1.2998088302126303e-12,N2,7051
7.818532187115162e-11,5.500095101522602e-12,2.1349884321887463e-12,1.276404061794809e-12,N1,7051
6.433407900094213e-11,6.3167842678035615e-12,7.227650130157626e-12,1.4889506118471968e-12,N2,7051
5.364866273877419e-11,4.451349748031072e-12,2.3893625680660896e-12,9.363298509838835e-13,REM,7051
2.6846191445177498e-11,2.731348790566896e-12,2.1411417987994497e-12,9.32082668784871e-13,N1,7051
2.2440636555444066e-11,3.505425814038596e-12,1.7406835863936937e-12,4.805943334733919e-13,REM,7051
3.985664188749547e-11,3.3924396765763512e-12,2.3033108530647566e-12,1.555891111110805e-12,N1,7051
1.8602422220347753e-11,1.6336985175248649e-12,3.902788933007205e-12,1.7944384035282693e-12,N2,7051
4.171848386359426e-11,2.6055190962214825e-12,2.567537426267833e-12,8.174416804467697e-13,N1,7051
2.0073463185005194e-11,2.0522127997453695e-12,1.3098421947631206e-12,6.216647607385363e-13,N2,7051
4.087987366424573e-11,2.9803176280764457e-12,2.774440570663288e-12,6.948492875857759e-13,N1,7051
1.9174871783589707e-11,3.2654379161621817e-12,5.079026583303717e-12,1.0845288112718645e-12,N2,7051
8.90703880408157e-11,5.996720187811787e-12,6.369174889768696e-12,5.833364716119203e-13,N3,7051
1.0258021370068511e-10,6.213436204117588e-12,2.598452503961741e-12,2.4618547941235955e-13,N3,7051
3.154134539533236e-10,1.0155884433584293e-11,4.9006877995866506e-12,1.684787953299063e-12,N1,7051
5.228924468441304e-11,3.747903536388494e-12,2.3473100266653052e-12,1.4528556433737397e-12,N2,7051
1.880305268168145e-10,6.911575993328133e-12,4.299878481841058e-12,5.300447583180231e-13,N3,7051
8.053069987575892e-11,6.54133076262444e-12,5.053846263224384e-12,5.748742012752172e-13,N2,7051
2.4716223619431313e-10,5.668269999451368e-12,2.739765190870298e-12,3.869893995456187e-13,N3,7051
8.613515115167607e-11,5.154134719482287e-12,5.82566607119923e-12,4.603401016976476e-13,N2,7051
2.5577378295697245e-10,5.965447512514175e-12,4.382971666835982e-12,6.136575069248513e-13,N3,7051
2.0207956225793664e-10,6.5679252216053315e-12,2.8230846525420185e-12,5.739335039568006e-13,N3,7051
9.374166955237668e-11,5.639747315017702e-12,2.8267722352062974e-12,5.184765338260474e-13,N2,7051
8.528357163216436e-11,1.2723816459198905e-11,3.794191993037671e-12,1.0743175856849561e-12,N3,7051
4.184138824403106e-11,6.267104146263846e-12,2.0821720114837898e-12,8.251151868033616e-13,REM,7051
3.181086025866223e-11,3.910371104109605e-12,1.1769677297060806e-12,4.959213589951329e-13,N1,7051
1.933217320677163e-11,3.6092299423437798e-12,9.64156807422454e-13,5.480317850968409e-13,REM,7051
2.912476803060656e-11,3.0181537996785553e-12,1.3435971216532723e-12,4.621317896987359e-13,N1,7051
2.041650110493856e-11,3.7445785901137665e-12,1.154332269585524e-12,4.643089139560744e-13,REM,7051
2.7803418977005568e-11,4.815697565978003e-12,8.789171834947075e-13,3.0289522756766457e-13,N1,7051
1.7844504205979694e-11,2.843280626614544e-12,1.3420153744572735e-12,4.020121231141199e-13,REM,7051
2.7202019457602363e-11,3.532837597733877e-12,7.124454648301701e-13,2.6290072708119787e-13,N1,7051
1.852162034593755e-11,2.4329964249256355e-12,8.513082918446571e-13,2.7220428610956956e-13,REM,7051
7.111966367276122e-11,4.070045665110297e-12,1.1961787745389772e-12,5.691945962484199e-13,N1,7051
2.1416575107645617e-11,5.346757129353916e-12,9.87087593403751e-13,4.1662184621137724e-13,REM,7051
2.7911035769172317e-11,5.378681643035894e-12,1.4333707510206853e-12,6.393635508787928e-13,N1,7051
2.1234093187790502e-11,4.931482580350232e-12,1.284035121878272e-12,3.3546343533214604e-13,REM,7051
1.5000759932819194e-11,2.4371114901615614e-12,9.286994251179582e-13,4.2202458495499793e-13,N1,7051
2.036863647443206e-11,3.1610168856594347e-12,9.079529865566582e-13,2.7798985112468404e-13,REM,7051
1.2398054652382925e-11,3.132734667228042e-12,1.2997208400600934e-12,6.387250973197806e-13,N1,7051
2.2705913378927704e-11,3.773721203994469e-12,2.0996727546839575e-12,1.1339813583852031e-12,N2,7051
5.381751484045267e-11,3.1183575346232393e-12,1.5885358733661245e-12,9.063543347093049e-13,N1,7051
1.7472152216204776e-11,5.695348799484936e-12,1.6418163009503916e-12,5.866432999346626e-13,N2,7051
2.7233766473087064e-11,4.67810386646693e-12,1.9832376549025026e-12,6.91490180323378e-13,REM,7051
1.944681366783008e-11,3.2049487585611365e-12,2.13832689263636e-12,1.8661272254471338e-12,N2,7051
5.491493450160315e-11,3.602771518845523e-12,2.56494179463593e-12,3.1059009056005257e-12,Wake,7051
1.3431388982900755e-11,1.158659418934763e-12,5.663948736228361e-13,6.305174827215157e-13,N1,7051
4.2329272185328024e-11,1.628266172098354e-12,1.37703371959912e-12,1.2296396048429367e-12,Wake,7051
2.6725271418490997e-11,1.4810963634174798e-12,6.270354346969913e-13,5.917968028502643e-13,N1,7051
1.523694396539941e-10,1.8157745042236006e-12,1.352158687992856e-12,1.0830340692136709e-12,Wake,7051
8.21925017710661e-12,1.6110809142619662e-12,8.70778242821312e-13,9.503905634000402e-13,N1,7051
6.198231366940721e-11,2.9604207156026168e-12,2.3015866141777397e-12,1.6679153538425914e-12,N2,7051
6.264390433613807e-11,2.06615348541191e-12,1.9887160141997436e-12,1.0314994750072856e-12,N1,7051
1.5021809825746857e-11,1.8104338174241856e-12,2.2051733748449237e-12,1.2310093413140176e-12,N2,7051
1.367140109699067e-10,8.506952525375647e-12,5.1730186417597416e-12,3.511838706605063e-12,Wake,7051
7.219644872286878e-11,2.7574637261405354e-12,2.5278704605469087e-12,1.2022187967715395e-12,N1,7051
6.298108008098446e-11,3.1365140017440984e-12,2.0788654304270163e-12,8.61472687546742e-13,N2,7051
5.18869891588641e-11,3.033792954077647e-12,2.3884721587065936e-12,1.7662762923037647e-12,N1,7051
4.1941783909192825e-11,2.9385279159481816e-12,1.2472321978545328e-12,8.247536785982168e-13,N2,7051
6.784175319005826e-11,2.5656140985529052e-12,2.0533133368392828e-12,1.677505322750836e-12,Wake,7051
2.7617215237789112e-11,2.4201104659821878e-12,1.9830912926722696e-12,5.705776711069575e-13,N1,7051
1.8706966703275602e-11,1.7695276717061794e-12,1.9972509308511666e-12,1.600289796817349e-12,N2,7051
3.049825334822136e-11,3.5062075524624473e-12,2.575807706881492e-12,1.221798639933482e-12,N1,7051
1.371213123564834e-11,2.4188393770456825e-12,3.5118211316272036e-12,1.4695950881287018e-12,N2,7051
2.224984805273848e-11,4.093102092903396e-12,8.281641023005936e-13,3.9240519785908093e-13,REM,7051
2.175967074796223e-11,2.3796307116301053e-12,1.0080877035797201e-12,4.091440116541582e-13,N1,7051
1.1643955155848781e-11,3.745933342365097e-12,8.442176899887503e-13,2.252953583267079e-13,REM,7051
1.2028601402024764e-11,2.4947125685299644e-12,8.035932704500783e-13,2.4538499495706267e-13,N1,7051
1.5333181602326376e-11,2.983467979363895e-12,6.899106521649141e-13,2.5746630048598926e-13,REM,7051
1.412995380463772e-11,3.463940904592743e-12,7.224748910939559e-13,2.825717611191246e-13,N1,7051
8.690964136543271e-12,1.844055001583156e-12,6.7116738968496e-13,2.326735111749597e-13,REM,7051
3.723935007902433e-11,2.9532114785922343e-12,1.1523974085361094e-12,5.57101472604402e-13,N1,7051
1.3910596107291226e-11,2.4360717804321475e-12,1.1312261390101323e-12,5.760261332551102e-13,N2,7051
3.283279513239768e-11,1.0178106447200342e-11,1.4269590216713297e-12,4.1910521377491123e-13,REM,7051
8.980062929898228e-12,1.452795427674684e-12,9.846141591755304e-13,4.341225820102968e-13,N1,7051
1.331373072719373e-11,3.0978842767009747e-12,9.159117900471487e-13,2.7611356813238337e-13,REM,7051
1.4460890580111054e-11,2.9206194702283503e-12,1.383526927040149e-12,5.386791138403827e-13,N1,7051
1.147641572960644e-11,4.107608778408625e-12,6.657979011910856e-13,2.1098287344988074e-13,REM,7051
1.849084278212206e-11,3.0431294249322425e-12,9.115695388059827e-13,2.7739971211760476e-13,N2,7051
2.8530439901880064e-11,2.3321587713311847e-12,1.5458578093073031e-12,1.1591343386498582e-12,Wake,7051
2.8251778134295656e-11,2.3657448710334565e-12,2.2114178883955267e-12,5.05761554662378e-13,N1,7051
1.3421704340975967e-11,2.018498597962537e-12,2.91287296548879e-12,1.5945436996739835e-12,N2,7051
4.108482525058966e-11,5.021337710823905e-12,3.5179535335255417e-12,5.019611320127917e-13,N1,7051
2.4890035924764623e-11,3.832249594417219e-12,3.688024217930209e-12,1.9280474162800706e-12,N2,7051
1.1759281673544812e-10,5.02640280612359e-12,2.031225090826824e-12,5.830638963536031e-13,N3,7051
8.340142964149419e-11,6.252275621138869e-12,2.780433027362704e-12,8.101628669748916e-13,N2,7051
1.429500203859163e-10,5.92254972816973e-12,3.248749042486881e-12,4.146398445423263e-13,N3,7051
8.141087339272378e-11,6.746348898945431e-12,2.9031685704457827e-12,7.367207713777489e-13,N2,7051
1.1844888897051542e-10,7.051744206745775e-12,2.228129760038629e-12,4.948439798176416e-13,N3,7051
1.0478876414425715e-10,5.407569750698451e-12,2.9906377465914587e-12,9.891575063717369e-13,N2,7051
1.0645791281862512e-10,6.384897804631721e-12,2.8548451621334032e-12,5.561533560578731e-13,N3,7051
9.829402540471191e-11,6.4788076449870995e-12,1.5414652284631043e-12,2.262252001451279e-13,N2,7051
2.0886891761210844e-10,3.940236930753424e-12,5.622383098966199e-12,7.886641236693484e-13,N3,7051
1.278001535997234e-10,5.061390260900392e-12,2.7933234978960646e-12,1.0765861951432088e-12,N2,7051
1.4931966107356211e-10,6.463834472865328e-12,2.8696281165901867e-12,6.411855671652917e-13,N3,7051
2.2291583401935313e-10,1.0005763951155268e-11,3.748323847879076e-12,6.105455910573113e-13,N3,7051
1.935270246675346e-10,9.375430440426571e-12,4.5952746557944615e-12,1.5512212181945953e-12,N3,7051
3.922744709017089e-11,6.616364048757911e-12,4.0912945784068005e-12,2.7076754744967735e-12,Wake,7051
3.262530390836101e-11,4.9555285283821375e-12,1.5789874693659524e-12,7.20003585266206e-13,N1,7051
2.937055703024563e-11,2.978401700373344e-12,1.8253566433225355e-12,1.4838716128508435e-12,N2,7051
4.6082826495663335e-11,7.452867997550841e-12,5.3389298679381875e-12,8.6576524567726e-12,Wake,7051
3.952302860285054e-11,3.2728889108968848e-12,1.084550961010909e-12,4.165876238485726e-13,N1,7051
2.412295839856449e-11,2.39024103771107e-12,2.528873282748978e-12,1.3246935845039897e-12,N2,7051
3.6413202612643876e-11,1.9638518969790906e-12,1.1570348765202212e-12,8.992097599301177e-13,N1,7051
3.634799237633777e-11,2.7427627494877865e-12,2.065918409275328e-12,8.380945476711846e-13,N2,7051
3.01429631509521e-11,4.881097191907875e-12,1.020862652866641e-12,4.045810175070181e-13,REM,7051
1.0549808236599837e-11,1.5765008011925148e-12,1.18052130776577e-12,5.984358545688728e-13,Wake,7051
1.6927988653892328e-11,2.7869666470060944e-12,6.489321055910777e-13,2.0510263201208165e-13,REM,7051
1.2687475425063054e-11,1.9713606383701396e-12,8.68991319189793e-13,3.188217778655045e-13,N1,7051
2.4176630717607073e-11,7.578443372512154e-12,1.9228973458954396e-12,9.540364673048703e-13,N2,7051
2.6004067216179084e-11,6.0070150600414e-12,1.0748764800200375e-12,2.7464776879483544e-13,REM,7051
1.81363552554788e-11,2.5950471472919948e-12,1.1778235128994044e-12,3.769736739919783e-13,N2,7051
2.8921241521919877e-11,3.3656264702820603e-12,1.381657354894691e-12,3.7366278362743874e-13,N1,7051
3.247906158817819e-11,2.825028257294932e-12,1.9768132885218724e-12,1.0848245368552295e-12,Wake,7051
7.02118904831375e-12,1.1903575442590002e-12,7.714840349373601e-13,3.764817178450806e-13,N1,7051
1.4322207067211562e-10,3.4202242917074063e-12,1.9270817532367696e-12,1.0549705367782997e-12,Wake,7051
3.000916062856047e-11,9.200754387917365e-13,5.825802478702226e-13,2.9422540178036654e-13,N1,7051
1.2824462282742924e-10,2.8606015339512593e-12,1.4698668242891894e-12,1.055966787216213e-12,Wake,7051
7.574755346252629e-11,9.888131552449656e-12,3.951533048842417e-12,8.331755276528559e-13,Wake,7052
2.1960753422326092e-11,2.4731190082122617e-12,8.986459495574991e-13,6.104760046943218e-13,N1,7052
2.0977829898688737e-11,2.0674909656592696e-12,7.869586665037202e-13,4.371192632013556e-13,Wake,7052
2.458815580028675e-11,2.4251264436082738e-12,8.53901442095545e-13,4.0692654806695887e-13,N1,7052
2.0014057241706706e-10,5.231587511704053e-12,1.347554942820339e-12,1.3197044947738364e-12,Wake,7052
1.0521169306913885e-11,1.4492395945117582e-12,6.516227418215476e-13,4.313137650341757e-13,N1,7052
2.6226793007523337e-11,2.276385258846259e-12,1.3192641499771424e-12,1.1275137036413297e-12,Wake,7052
1.3592606670436173e-11,2.5850899683361225e-12,9.81258803742472e-13,5.426273837946289e-13,N1,7052
5.900579655170895e-10,2.5032878017350983e-11,5.609743908649866e-12,3.0740741660542227e-12,Wake,7052
7.706941875504829e-12,1.7624024898389673e-12,8.232379518284122e-13,5.469958184882171e-13,N1,7052
5.596070075000281e-11,3.446669414856548e-12,1.2358218768908363e-12,3.6305761409723387e-13,N2,7052
1.6787569366801856e-10,9.698618938812602e-12,2.867986750633684e-12,7.278820030265259e-13,N3,7052
2.210692416858372e-10,1.270419729344582e-11,3.801767753921503e-12,7.407001908706804e-13,N3,7052
1.227071955090894e-10,1.2284232152417416e-11,2.9454531782888733e-12,6.105910072099431e-13,N3,7052
2.0956168376757997e-10,9.364892275243928e-12,3.116904841444164e-12,6.696709598973142e-13,N3,7052
2.706443409759381e-10,9.881141385783556e-12,4.065612032683353e-12,8.250899915131709e-13,N3,7052
